text,intent,tags
chuyến bay khứ_hồi đắt nhất từ hà_nội đến đà_lạt là chuyến bay nào ?,flight,O O B-round_trip B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O O O O O
cho tôi biết loại máy_bay được sử_dụng trên chuyến bay từ hạ_long đến huế trước 12 giờ trưa,aircraft,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time
cho tôi biết các chuyến bay từ chu lai đến điện_biên_phủ,flight,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
phương_tiện giao_thông đường_bộ giữa sân_bay và tp đà_nẵng,ground_service,O O O O O O B-toloc.city_name I-toloc.city_name
cho tôi biết các chuyến bay từ phú bài,flight,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name
danh_sách tất_cả các chuyến bay từ hà_nội đến đà_nẵng trước 10 giờ sáng thứ năm,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time B-depart_date.day_name I-depart_date.day_name
từ buôn_ma_thuột đến thành_phố vinh của vietjet,flight,O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name
cho tôi xem phương_tiện giao_thông đường_bộ của đà_lạt,ground_service,O O O O O O O B-city_name
tôi muốn một chuyến bay từ huế đến hạ_long,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name
cho tôi biết các hãng hàng_không có chuyến bay khứ_hồi từ london đến sài_gòn mà nối chuyến ở amsterdam,airline,O O O O O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name
chuyến bay nào rẻ nhất từ đà_lạt đến đà_nẵng,flight,O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name
xin cho tôi biết các chuyến bay từ đà_lạt đến hạ_long vào thứ hai,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
các chuyến bay giữa buôn_ma_thuột và đà_nẵng vào ngày 10 tháng 8,flight,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
liệt_kê tất_cả các chuyến bay vietnam airlines từ pleiku đến thành_phố thanh_hoá,flight,O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
chuyến bay muộn nhất hiện có giữa thành_phố hồ_chí_minh và hà_nội,flight,O O B-flight_mod I-flight_mod O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
cho tôi biết các hãng hàng_không có đường_bay giữa hà_nội và huế,airline,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name
ồ vậy hãy xem hãng hàng_không bamboo có chuyến bay nào từ cần_thơ đến hà_nội không,flight,O O O O B-airline_name I-airline_name I-airline_name O O O O O B-fromloc.city_name O B-toloc.city_name O
tôi muốn đặt một chuyến bay vào ngày 1 tháng 6 từ tuy_hoà đến hạ_long vào cuối buổi chiều,flight,O O O O O O O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_mod B-depart_time.period_of_day I-depart_time.period_of_day
tôi có_thể có danh_sách các chuyến bay từ cam_ranh khánh_hoà đến phú_quốc kiên_giang vào thứ tư được không,flight,O O O O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name O B-depart_date.day_name I-depart_date.day_name O O
tôi muốn một chuyến bay sáng sớm từ côn_đảo đến đồng_hới vào ngày 1 / 6 của hãng hàng_không jetstar,flight,O O O O O B-depart_time.period_of_day B-depart_time.period_mod O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number O B-depart_date.month_name O B-airline_name I-airline_name I-airline_name
các chuyến bay từ thanh_hoá đến washington dc,flight,O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code
được rồi bạn có chuyến bay nào từ cần_thơ đến thành_phố vinh vào thứ tư,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
loại máy_bay nào bay từ kuala lumpur đến đà_nẵng,aircraft,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
có chuyến bay nào từ hà_nội đến montreal canada khởi_hành vào thứ năm không,flight,O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.country_name O O B-depart_date.day_name I-depart_date.day_name O
liệt_kê các chuyến bay hàng ngày từ hà_nội đến cần_thơ của hãng hàng_không jetstar,flight,O O O O B-flight_days I-flight_days O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name I-airline_name
những hãng hàng_không nào có đường_bay từ hà_nội đến buôn_ma_thuột,airline,O O O O O O O B-fromloc.city_name O B-toloc.city_name
vé máy_bay khứ_hồi rẻ nhất từ cam_ranh đến thanh_hoá,airfare,O O B-round_trip B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name
chuyến bay xuyên lục_địa nào của vietnam airlines từ hà_nội đến frankfurt am main và có một trạm dừng ở amsterdam,flight,O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O O O O O B-stoploc.city_name
giá vé khứ_hồi từ điện_biên_phủ đến đồng_hới là bao_nhiêu,airfare,O O B-round_trip O B-fromloc.city_name O B-toloc.city_name O O
tôi muốn có một chuyến bay thẳng từ cần_thơ đến hà_nội khởi_hành vào thứ tư,flight,O O O O O O B-connect O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name I-depart_date.day_name
chuyến bay muộn nhất từ thanh_hoá đến đà_lạt,flight,O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name
các chuyến bay từ vinh đến đà_lạt hoặc washington dc là những chuyến bay nào,flight,O O O O B-fromloc.city_name O B-toloc.city_name B-or B-toloc.city_name B-toloc.state_code O O O O O
còn các chuyến bay từ busan đến hải_phòng thì sao,flight,O O O O O B-fromloc.city_name O B-toloc.city_name O O
tôi cần một chuyến bay từ thành_phố hồ_chí_minh đến vinh,flight,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
mất bao_nhiêu tiền để đi từ trung_tâm thành_phố đến sân_bay logan,ground_fare,O O O O O O O O O B-toloc.airport_name I-toloc.airport_name
cho tôi biết các chuyến bay từ cần_thơ đến đà_lạt,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name
chuyến bay nào từ đà_lạt đến thanh_hoá vào chủ_nhật,flight,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
cho tôi biết các chuyến bay từ đà_nẵng đến đà_lạt,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name
thông_tin về các chuyến bay từ thành_phố vinh đến thành_phố hồ_chí_minh,flight,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
liệt_kê tất_cả các chuyến bay từ đà_nẵng đến thành_phố hồ_chí_minh vào thứ_sáu,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name
giá vé hạng hai của các chuyến bay từ thanh_hoá đến huế là bao_nhiêu,airfare,O O B-class_type I-class_type O O O O O B-fromloc.city_name O B-toloc.city_name O O
tôi muốn bay từ huế đến rạch_giá,flight,O O O O B-fromloc.city_name O B-toloc.city_name
liệt_kê phương_tiện giao_thông đường_bộ ở cà_mau,ground_service,O O O O O B-city_name
chuyến bay nào rẻ nhất từ cam_ranh đến điện_biên_phủ,flight,O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name
cho tôi biết tất_cả các chuyến bay từ thành_phố hồ_chí_minh đến hà_nội hải_phòng hoặc đà_nẵng,flight,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.city_name B-or B-toloc.city_name
chuyến bay từ thành_phố vinh đến tuy_hoà,flight,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
vj 3724 đà_nẵng đến vinh có giá vé khứ_hồi là bao_nhiêu,airfare,B-airline_code B-flight_number B-fromloc.city_name O B-toloc.city_name O O O B-round_trip O O
bạn có_thể cho tôi biết các chuyến bay với giá vé hạng phổ_thông từ đà_nẵng đến đà_lạt được không,airfare,O O O O O O O O O O O B-economy I-economy O B-fromloc.city_name O B-toloc.city_name O O
chuyến bay nào từ huế đến điện_biên_phủ đến_nơi sớm nhất vào buổi sáng,flight,O O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.period_mod I-arrive_time.period_mod O B-arrive_time.period_of_day I-arrive_time.period_of_day
cho tôi biết tất_cả các chuyến bay từ đà_nẵng đến torino của qatar airlines với điểm chuyển_tiếp tại rome,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O O O O B-stoploc.city_name
hạn_chế ap 57 là gì,restriction,O B-restriction_code I-restriction_code O O
cho tôi biết các chuyến bay đến pleiku từ tất_cả các sân_bay khác,flight,O O O O O O O B-toloc.airport_name O O O O O
các chuyến bay từ cà_mau đến tuy_hoà vào thứ năm,flight,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
cho tôi biết các chuyến bay từ đà_nẵng đến thành_phố thanh_hoá,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
cho tôi biết các chuyến bay một_chiều từ hạ_long đến buôn_ma_thuột,flight,O O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name
có những chuyến bay nào vào buổi chiều thứ năm từ đà_nẵng đến hạ_long,flight,O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name
liệt_kê tất_cả các chuyến bay đi từ maldives đến hà_nội sau 6 giờ chiều thứ tư,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time B-depart_date.day_name I-depart_date.day_name
liệt_kê giúp tôi các chuyến bay từ đà_lạt đến hà_nội vào ngày 23 tháng 7,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
tôi cần biết danh_sách các chuyến bay cất_cánh ở hạ_long,flight,O O O O O O O O O B-fromloc.city_name
huế đến thành_phố hồ_chí_minh thứ tư,flight,B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name I-depart_date.day_name
những chuyến bay nào đi từ kuala lumpur đến đà_nẵng sau 8 giờ vào thứ tư tới,flight,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name I-depart_date.day_name B-depart_date.date_relative
tất_cả các chuyến bay từ hà_nội đến thành_phố hồ_chí_minh khởi_hành sau 2 giờ,flight,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time
giá vé đi từ đà_nẵng đến hà_nội một_chiều vào ngày mùng 7 tháng 11 là bao_nhiêu,airfare,O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O
giá vé thấp nhất từ hạ_long đến thành_phố hồ_chí_minh trên chuyến bay jetstar 82 và jetstar 139 là bao_nhiêu,airfare,O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-airline_name B-flight_number O B-airline_name B-flight_number O O
hiển_thị tất_cả các chuyến bay từ buôn_ma_thuột đến cần_thơ,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name
đặt cho tôi một chuyến bay của vna từ washington dc đến helsinki khởi_hành sớm nhất có_thể,flight,O O O O O O O B-airline_code O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name O B-flight_mod I-flight_mod I-flight_mod
mỗi hãng hàng_không có bao_nhiêu chuyến bay với dịch_vụ hạng thương_gia,quantity,O O O O O O O O O B-class_type I-class_type
chuyến bay nào của vietnam airlines và bamboo airways đi qua huế,flight,O O O O B-airline_name I-airline_name O B-airline_name I-airline_name O O B-stoploc.city_name
cho tôi biết các chuyến bay sớm vào sáng thứ_sáu từ thành_phố hồ_chí_minh đến hà_nội,flight,O O O O O O B-depart_time.period_mod O B-depart_time.period_of_day B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
liệt_kê tất_cả các chuyến bay đi từ hà_nội đến maldives sau 6 giờ vào thứ tư và trước 7 giờ sáng thứ năm,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name I-depart_date.day_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time B-depart_date.day_name I-depart_date.day_name
jetstar có bay từ hạ_long đến thành_phố hồ_chí_minh không,flight,B-airline_name O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O
hãng hàng_không và số_hiệu chuyến bay từ hải_phòng đến côn_đảo,airline#flight_no,O O O O O O O B-fromloc.city_name O B-toloc.city_name
số_hiệu của chuyến bay đi từ hải_phòng đến côn_đảo ngày_mai,flight_no,O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative
và tôi sẽ cần phương_tiện giao_thông đường_bộ cho thứ ba ngày 6 / 7 đến thứ tư ngày 7 / 7 ở hải_phòng,ground_service,O O O O O O O O B-day_name I-day_name B-day_number I-day_number O B-month_name O B-day_name I-day_name B-day_number I-day_number O B-month_name O B-city_name
cho tôi biết các chuyến bay từ đà_nẵng đến thành_phố vinh,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
tôi muốn xem các chuyến bay từ thành_phố vinh đến tuy_hoà,flight,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
us có nghĩa là gì,abbreviation,B-airline_code O O O O
cho tôi biết các chuyến bay từ hải_phòng đến cà_mau vào thứ tư,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
"trong tất_cả các hãng hàng_không , hãng hàng_không nào có nhiều lượt máy_bay đến hạ_long nhất",airline,O O O O O O O O O O B-mod O O O B-toloc.city_name O
vui_lòng cho tôi xem_lại các chuyến bay từ pleiku đến cần_thơ vào thứ_bảy,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
chuyến bay nào từ cam_ranh đến hải_phòng vào thứ_bảy,flight,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
thông_tin chuyến bay từ buôn_ma_thuột đến huế,flight,O O O O B-fromloc.city_name O B-toloc.city_name
cho tôi biết tất_cả các chuyến bay từ kuala lumpur đến đà_nẵng vào thứ năm,flight,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
cho tôi biết các chuyến bay từ hạ_long đến tam_kỳ quảng_nam vào thứ năm sau 16 giờ,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O B-depart_date.day_name I-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time
cho tôi biết các chuyến bay không nghỉ từ đà_lạt đến thanh_hoá,flight,O O O O O O B-flight_stop I-flight_stop O B-fromloc.city_name O B-toloc.city_name
tôi muốn bay từ hà_nội đến thành_phố hồ_chí_minh,flight,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
tôi muốn đi từ hà_nội đến rạch_giá vào sáng thứ hai,flight,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name
xin liệt_kê các chuyến bay từ đà_nẵng đến doha dừng ở bangkok,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-stoploc.city_name
tôi muốn biết các chuyến bay giữa maldives và hạ_long vào ngày 11 tháng 7 khởi_hành vào buổi chiều lúc một giờ,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O B-depart_time.period_of_day I-depart_time.period_of_day O B-depart_time.time I-depart_time.time
chuyến bay sớm nhất giữa hà_nội và chu lai,flight,O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
chuyến bay nào từ hà_nội đến đà_nẵng là chuyến bay rẻ nhất,flight,O O O O B-fromloc.city_name O B-toloc.city_name O O O B-cost_relative I-cost_relative
mã giá vé h nghĩa_là gì,abbreviation,O O O B-fare_basis_code O O
tất_cả các chuyến bay từ buôn_ma_thuột đến thành_phố vinh hạ_cánh lúc 6 giờ thứ ba tới,flight,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-arrive_time.time I-arrive_time.time B-arrive_date.day_name I-arrive_date.day_name B-arrive_date.date_relative
cho tôi biết thông_tin về các chuyến bay từ thành_phố hồ_chí_minh đến hokkaido,flight,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
cho tôi biết tất_cả các chuyến bay hạng nhất một_chiều từ hạ_long đến điện_biên_phủ,flight,O O O O O O O B-class_type I-class_type B-round_trip O B-fromloc.city_name O B-toloc.city_name
"tôi muốn một chuyến bay từ hạ_long đến đà_lạt vào thứ_sáu , đến đà_lạt trước 6 giờ chiều",flight,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time
những chuyến bay nào đi từ chu lai đến phú_quốc vào chủ_nhật,flight,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
giá vé hạng nhất rẻ nhất từ chu lai đến phú_quốc của vietjet vào ngày 24 tháng 2,airfare,O O B-class_type I-class_type B-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-airline_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
danh_sách các chuyến bay vào chủ_nhật từ đồng_hới đến côn_đảo,flight,O O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name
liệt_kê các chuyến bay vào thứ tư của vietnam airlines từ cà_mau đến manila,flight,O O O O O B-depart_date.day_name I-depart_date.day_name O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name
cho tôi biết các chuyến bay từ buôn_ma_thuột đến thành_phố vinh vào sáng thứ tư,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name
chuyến bay nào rẻ nhất từ thành_phố hồ_chí_minh đến hà_nội,flight,O O O B-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
có chuyến bay nào giữa thành_phố hồ_chí_minh và hà_nội với một điểm dừng ở đà_lạt không,flight,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name O
được rồi bạn có_thể cho tôi biết chuyến bay sớm nhất khởi_hành từ vinh đến đà_lạt được không,flight,O O O O O O O O O B-flight_mod I-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O
liệt_kê tất_cả các chuyến bay giữa huế và hà_nội,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name
liệt_kê các chuyến bay buổi chiều từ hà_nội đến buôn_ma_thuột,flight,O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name
thông_tin về các chuyến bay từ hạ_long đến washington dc khởi_hành vào trước 9 giờ sáng thứ năm,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time B-depart_date.day_name I-depart_date.day_name
cho tôi chuyến bay sớm nhất từ hà_nội đến huế,flight,O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name
bạn có chuyến bay từ hà_nội đến mumbai với một điểm dừng chân ở sài_gòn không,flight,O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O B-stoploc.city_name O
hiển_thị chuyến bay cuối_cùng từ thành_phố vinh đến hà_nội,flight,O O O B-flight_mod O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
ord là gì,abbreviation,B-airport_code O O
mất bao_nhiêu tiền để bay từ hà_nội đến đà_nẵng vào thứ_bảy,airfare,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
có bao_nhiêu chuyến bay của hãng hàng_không jetstar rời huế vào ngày mùng 10 tháng 6,quantity,O O O O O B-airline_name I-airline_name I-airline_name O B-fromloc.city_name O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
cho tôi biết các chuyến bay vào thứ hai từ thành_phố vinh đến hà_nội sau 7 giờ sáng,flight,O O O O O O O B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time
tôi cần thông_tin chuyến bay vào ngày thứ năm rời buôn_ma_thuột và đến đà_nẵng vào buổi sáng,flight,O O O O O O O B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name O O B-toloc.city_name O B-arrive_time.period_of_day I-arrive_time.period_of_day
"xin chào , tôi có_thể mua vé một_chiều từ cà_mau đến tuy_hoà được không",airfare,O O O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name O O
các chuyến bay của vietnam airlines dừng ở huế trước giữa trưa,flight,O O O O B-airline_name I-airline_name O O B-stoploc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time
cho tôi biết các chuyến bay từ washington dc đến hà_nội với điểm dừng chân ở thành_phố hồ_chí_minh,flight,O O O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name O O O O O B-stoploc.city_name I-stoploc.city_name
mã hàng không dl là mã của hãng hàng_không nào,abbreviation,O O O B-airline_code O O O O O O
bạn có chuyến bay nào từ thanh_hoá đến cam_ranh khánh_hoà không,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O
midwest express có chuyến bay nào không,flight,B-airline_name I-airline_name O O O O O
bạn có_thể liệt_kê các chuyến bay khởi_hành từ san diego và đến hải_phòng không,flight,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name O
giúp tôi liệt_kê giá xe cho thuê tại buôn_ma_thuột,ground_fare,O O O O B-transport_type I-transport_type I-transport_type O B-city_name
cho tôi biết các chuyến bay phục_vụ ăn tối từ đà_nẵng đến cần_thơ,flight,O O O O O O O B-meal_description I-meal_description O B-fromloc.city_name O B-toloc.city_name
tôi muốn bay từ hà_nội đến munich,flight,O O O O B-fromloc.city_name O B-toloc.city_name
các phương_tiện giao_thông đường_bộ ở đà_nẵng,ground_service,O O O O O B-city_name
cho tôi biết các chuyến bay từ thành_phố hồ_chí_minh đến huế,flight,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
liệt_kê tất_cả các chuyến bay từ hà_nội đến cần_thơ,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name
chuyến bay nào từ côn_đảo đến buôn_ma_thuột,flight,O O O O B-fromloc.city_name O B-toloc.city_name
giá vé rẻ nhất cho các chuyến bay từ quy nhơn đến hp khởi_hành vào thứ tư sau 3 giờ chiều là bao_nhiêu,airfare,O O B-cost_relative I-cost_relative O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name I-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O O
bạn có_thể liệt_kê tất_cả các chuyến bay không nghỉ khởi_hành từ huế và đến phú_quốc không,flight,O O O O O O O B-flight_stop I-flight_stop O O B-fromloc.city_name O O B-toloc.city_name O
hôm_nay bạn có những chuyến bay nào từ sài_gòn đến phú_quốc,flight,B-depart_date.today_relative O O O O O O O B-fromloc.city_name O B-toloc.city_name
cho tôi biết các chuyến bay đến hà_nội đến từ bắc kinh hoặc thượng hải hoặc hàng_châu,flight,O O O O O O O B-toloc.city_name O O B-fromloc.city_name I-fromloc.city_name B-or B-fromloc.city_name I-fromloc.city_name B-or B-fromloc.city_name
cho tôi biết các chuyến bay từ hà_nội đến thành_phố hồ_chí_minh khởi_hành sau 4 giờ chiều vào thứ_sáu,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-depart_date.day_name
cho tôi biết các chuyến bay từ huế đến rạch_giá đến trước giữa trưa,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
các chuyến bay buổi chiều từ huế đến thành_phố hồ_chí_minh,flight,O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
hiển_thị tất_cả các chuyến bay không dừng từ đà_nẵng đến maldives,flight,O O O O O B-flight_stop I-flight_stop O B-fromloc.city_name O B-toloc.city_name
cho tôi biết các chuyến bay liên_tục từ hạ_long đến cần_thơ khởi_hành vào buổi chiều và đến_nơi trong khoảng từ 4 rưỡi đến 6 rưỡi chiều,flight,O O O O O O B-flight_stop O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day I-depart_time.period_of_day O O O O O B-arrive_time.start_time I-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time I-arrive_time.end_time
chuyến bay nào rẻ nhất từ đà_nẵng đến đà_lạt của vietnam airlines,flight,O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name
cách rẻ nhất để bay giữa hạ_long và huế,flight,O B-cost_relative I-cost_relative O O O B-fromloc.city_name O B-toloc.city_name
các chuyến bay từ chu lai đến phú_quốc,flight,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
cho tôi biết tất_cả các chuyến bay từ đà_nẵng đến thành_phố hồ_chí_minh,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
bạn có_thể tìm cho tôi giá vé rẻ nhất từ hà_nội đến thành_phố hồ_chí_minh không,airfare,O O O O O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O
tôi muốn có vé khứ_hồi từ hà_nội đến cà_mau,airfare,O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name
cho tôi biết các chuyến bay từ chu lai đến điện_biên_phủ sẽ rời đi trước 10 giờ sáng,flight,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time
chuyến bay rẻ nhất từ hạ_long đến huế khởi_hành vào ngày 12 tháng 10,flight,O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
cho tôi biết các chuyến bay vào thứ hai từ sài_gòn đến phú_quốc,flight,O O O O O O O B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name
liệt_kê các chuyến bay sớm nhất từ hạ_long đến huế vào thứ hai,flight,O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
các chuyến bay vào thứ_sáu từ quy nhơn đến cà_mau,flight,O O O O B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
